text,user_location,tweet_date,time,city,Sentimento_Score,Sentimento_Label,Tristeza,Alegria,Medo,Desgosto,Raiva
"Médica cria ""Prontuário Afetivo"" personalizado para pacientes graves em UTI de Covid-19 e ação do bem viraliza - Vogue | atualidades “O bom médico trata as doenças, mas o grande médico trata o paciente”. WO","Rio de Janeiro, Brasil",2021-04-01,11:41:24,Rio de Janeiro,-0.03611111111111111,NEUTRAL,0.725,0.41333333333333333,0.24166666666666667,0.0,0.0
bom dia pra quem ??? 🤡🤡🤡,"Niterói, Brasil",2021-04-01,11:44:09,Niterói,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"Pior do que isso, o Brasil respondeu por um terço de todas as mortes por Covid19 no mundo, mesmo tendo menos de 3% da população mundial.","Guaxupé, Brasil",2021-04-01,11:40:15,Guaxupé,-1.0,NEGATIVE,0.7875,0.0,0.525,0.65625,0.525
jovens a partir de 16 anos ja vao poder se vacinar a partir do dia 15 desse mês em WA q odio 😭😭😭😭😭,"Ceará, Brazil",2021-04-01,11:38:51,Ceará,-1.0,NEGATIVE,1.0,0.0,0.0,0.0,0.7875
"Entre as mentiras mais graves ditas por Jair Bolsonaro estão a ""gripezinha"" ""isolamento social não salva vidas"" e a divulgação de Cloroquina para tratamento de covid-19 sem comprovação de sua eficácia. (2/3)","Belo Horizonte, Brasil",2021-04-01,11:39:25,Belo Horizonte,-1.0,NEGATIVE,1.0,0.0,0.525,1.0,0.525
O chefe Chico n vai mais cozinhar 😭,"Caldas Novas, Brasil",2021-04-01,11:40:03,Caldas Novas,-0.91875,NEGATIVE,0.91875,0.0,0.0,0.0,0.7875
"São Paulo tem o dobro da população de Minas Gerais e 10x mais mortes. Rio Grande do Sul tem metade da população de Minas Gerais e 3X mais mortes. Só uma coincidência, claro...","Belo Horizonte, Brasil",2021-04-01,11:41:56,Belo Horizonte,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Ministério da Saúde prevê envio de doses a partir desta quinta para iniciar vacinação contra a covid-19 em profissionais da segurança pública,"Pernambuco, Brasil",2021-04-01,11:42:01,Pernambuco,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"Com as mortes do João Acaiabe e do Gesio Amadeu, o covid-19 levou embora os dois ""chef chico"" de Chiquititas. 😢","São Paulo, Brasil",2021-04-01,11:43:50,São Paulo,-0.7875,NEGATIVE,0.7875,0.0,0.0,0.0,0.0
Prefeitura do Paulista inaugura mais um ambulatório de Covid-19 na cidade,"Recife, Brasil",2021-04-01,11:39:06,Recife,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Caiado anuncia a chegada de mais 266.800 mil novas doses de vacina contra Covid ao Estado,"Rio Verde, Brasil",2021-04-01,11:41:13,Rio Verde,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Março se torna o mês em que mais pacientes com Covid-19 ou suspeita morreram à espera de um leito de UTI no RN,"Rio Grande do Norte, Brasil",2021-04-01,11:42:26,Rio Grande do Norte,-1.0,NEGATIVE,1.0,0.0,0.91875,0.525,0.525
o local de vacinar contra covid-19 aqui em BH,"Belo Horizonte, Brasil",2021-04-01,11:40:51,Belo Horizonte,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
Vacina da Pfizer oferece alta proteção contra variante sul-africana do coronavírus,"São Paulo, Brasil",2021-04-01,11:42:41,São Paulo,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"João Acaiabe, o Tio Barnabé do 'Sítio do Picapau Amarelo', morre vítima da Covid-19 em SP. 🗞️ G1","Londrina, Brasil",2021-04-01,11:44:13,Londrina,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
Parabéns palhaço midiático! #AgripinoDay,"Rio de Janeiro, Brasil",2021-04-01,11:39:43,Rio de Janeiro,0.7291666666666666,POSITIVE,0.0,0.7291666666666666,0.0,0.0,0.0
Ministério da Saúde prevê envio de doses a partir desta quinta para iniciar vacinação contra a covid-19 em profissionais da segurança pública,"Pernambuco, Brasil",2021-04-01,11:42:45,Pernambuco,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"11,5 pro influenciador (já rico) fazer marketing do kit fake e 300 reais para a família pobre sobreviver. Isso é o Brasil! #Brasil #COVID19 #coronavirus","Santa Maria, Brasil",2021-04-01,11:44:17,Santa Maria,0.55,POSITIVE,0.0,0.55,0.0,0.0,0.0
Lamentável...,"Rio de Janeiro, Brasil",2021-04-01,11:42:45,Rio de Janeiro,-1.0,NEGATIVE,1.0,0.0,0.2625,0.2625,0.2625
"Recebi desde ontem mas não POSTEI por não saber a cidade. Vc sabe, ? #COVID19 virou mesmo UM BOM NEGÓCIO 💰💰💰💰😠😠😠😠","Marataízes, Brasil",2021-04-01,11:40:39,Marataízes,0.4375,POSITIVE,0.285,0.7,0.285,0.1425,0.1425
"14 países, entre eles EUA, Reino Unido e Israel, assinaram nota conjunta manifestando preocupação sobre o inquérito da OMS que trata da origem do coronavirus. Eles pedem uma avaliação transparente e independente. A imprensa daqui vendida para a China ficou quieta.","Fortaleza, Brasil",2021-04-01,11:41:14,Fortaleza,-0.79,MIXED,0.84,0.21,1.0,0.84,0.21
"Variante de Sorocaba, me evocou aquele personagem ilustre da mesma cidade.","Espírito Santo, Brasil",2021-04-01,11:40:48,Espírito Santo,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Cabo Frio prepara o Hospital de Tamoios para receber casos de Covid-19 Adequações já estão sendo feitas para abrir o andar térreo. Leia esta e outras reportagens no,"Tamoios, Cabo Frio, Brasil",2021-04-01,11:49:16,Tamoios Cabo Frio,0.25,POSITIVE,0.3,0.75,0.3,0.3,0.0
As mentiras de Bolsonaro se acumulam na mesma velocidade que as mortes por Covid-19 no Brasil. #DiaDaMentira,"Brasília, Brasil",2021-04-01,11:49:22,Brasília,-1.0,NEGATIVE,1.0,0.1425,0.7875,0.525,0.2625
"Aí gente q coisa triste, ele marcou minha infânciaaaa,q ele descanse em paz...❤️😔🥺","Rio de Janeiro, Brasil",2021-04-01,11:46:10,Rio de Janeiro,-0.6033333333333334,NEGATIVE,0.605,0.34444444444444444,0.0,0.0,0.21
Como as vacinas contra COVID-19 ficaram prontas tão rápido?,"Santos, Brasil",2021-04-01,11:45:54,Santos,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19","Porto Alegre, Brasil",2021-04-01,11:48:48,Porto Alegre,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
"Ator João Acaiabe, o Tio Barnabé do 'Sítio do Picapau Amarelo', morre vítima da Covid-19 em SP | São Paulo | G1","João Pessoa, Brasil",2021-04-01,11:48:09,João Pessoa,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"Morre o ator João Acaiabe, o Tio Barnabé do Sítio, vítima da covid-19","Gravataí, Brasil",2021-04-01,11:48:42,Gravataí,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
O jornalismo podre que divulga recorde diário de mortes por covid-19 é o mesmo que se cala contra medidas de lockdown sem lastro cientifico. Gastam tempo informando o caos generalizado ao invés de propagar medidas sanitárias e de segurança a fim de mitigar o impacto do vírus.,"Rio Grande do Sul, Brasil",2021-04-01,11:45:35,Rio Grande do Sul,-0.49107142857142855,NEGATIVE,0.6214285714285714,0.15642857142857142,0.5017857142857143,0.3107142857142857,0.2392857142857143
"Vacinas chinesas não funcionam! Está comprovado aqui no Brasil, pois pessoas que tomaram essa vacina CONTRAÍRAM o Coronavirus e outras morreram.","Recife, Brasil",2021-04-01,11:47:03,Recife,-0.99375,NEGATIVE,1.0,0.145,1.0,0.775,0.3875
"Aqui no Piauí o governador antecipou vários feriados, so falta antecipar o do dia 7 de Setembro e Natal. Com vários dias com o comércio fechado o número de casos de covid-19 ñ tem despenca eu suspeito que inflaram os números.","Parnaíba, Brasil",2021-04-01,11:45:51,Parnaíba,-0.37,MIXED,0.84,0.63,1.0,0.84,0.21
Números comprovam sucesso do Brasil na vacinação contra a Covid-19,"Conchal, São Paulo,Brasil",2021-04-01,11:45:38,Conchal São Paulo,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"Morre o ator João Acaiabe, o Tio Barnabé do 'Sítio do Picapau Amarelo', vítima da Covid-19 em SP","Palmas, Brasil",2021-04-01,11:47:03,Palmas,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
Mortes de bebês por Covid-19 sobem 72% em Minas e lançam alerta aos pais A disparada de bebês vítimas da Covid-19 preocupa e lança novo alerta às famílias mineiras. Os óbitos dos menores de 1 ano cresceram mais de 70% em m...,"Matozinhos, Brasil",2021-04-01,11:46:39,Matozinhos,-1.0,NEGATIVE,0.7875,0.4275,0.853125,0.65625,0.196875
"Morre João Acaiabe, o Tio Barnabé do Sítio do Pica Pau Amarelo, vítima do coronavírus","Salvador, Brasil",2021-04-01,11:46:01,Salvador,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
Homem de 31 anos morre vítima do novo coronavírus em THE; cidade registrou 19 óbitos em 24h,"Piauí, Brasil",2021-04-01,11:45:11,Piauí,0.375,MIXED,0.3,0.875,0.15,0.15,0.0
Saber que o Casagrande tá com Covid-19 destruiu o meu dia...,"Porto Alegre, Brasil",2021-04-01,11:44:41,Porto Alegre,-0.525,NEGATIVE,0.2625,0.0,0.525,0.0,0.525
